WKT,route,district,route_type,degree,start_E,start_N,end_E,end_N
"LINESTRING (840731.320143227 816600.444971902,840695.432341633 816618.063611489,840695.432341633 816618.063611489,840663.607574034 816626.116039247,840663.607574034 816626.116039247,840594.373255793 816640.303831893,840594.373255793 816640.303831893,840518.193574872 816653.737039289,840518.193574872 816653.737039289,840461.511675513 816666.234624236,840461.511675513 816666.234624236,840335.729944797 816693.087495747,840335.729944797 816693.087495747,840252.263484755 816712.455458021,840252.263484755 816712.455458021,840236.599593201 816712.717214185,840236.599593201 816712.717214185,840220.575799036 816709.922628064,840220.575799036 816709.922628064,840200.513648865 816702.110772968,840200.513648865 816702.110772968,840179.422093724 816689.802872555,840179.422093724 816689.802872555,840159.754096129 816671.593219562,840159.754096129 816671.593219562,840143.981067828 816654.768740971,840143.981067828 816654.768740971,840117.369461102 816627.754037325,840117.369461102 816627.754037325,840094.302174833 816603.109965585,840094.302174833 816603.109965585,840082.463898335 816593.240632365,840082.463898335 816593.240632365,840065.050814105 816581.985767337,840065.050814105 816581.985767337,840050.42962488 816574.020408927,840050.42962488 816574.020408927,840035.972843027 816567.959733721,840035.972843027 816567.959733721,840020.299613922 816563.626233053,840020.299613922 816563.626233053,840002.018648302 816561.37392604,840002.018648302 816561.37392604,839987.395381005 816561.879798523,839987.395381005 816561.879798523,839973.111770858 816564.135367215,839973.111770858 816564.135367215,839957.271747258 816567.763684605,839957.271747258 816567.763684605,839939.503874471 816574.680370693,839939.503874471 816574.680370693,839918.785587353 816594.939864302)",930-931,HK,MAJOR_ROUTE,3,840731.320143227,816600.444971902,839918.785587353,816594.939864302
"LINESTRING (839918.785587353 816594.939864302,839909.024068108 816605.490551797,839909.024068108 816605.490551797,839901.189470871 816616.750395099,839901.189470871 816616.750395099,839895.436094097 816629.904284147,839895.436094097 816629.904284147,839889.166943793 816645.305961298,839889.166943793 816645.305961298,839885.680403184 816659.855634501,839885.680403184 816659.855634501,839883.933431593 816683.05406106,839883.933431593 816683.05406106,839887.154579079 816701.824272594,839887.154579079 816701.824272594,839891.509926997 816717.837465644,839891.509926997 816717.837465644,839898.626656157 816735.501245854,839898.626656157 816735.501245854,839909.989457299 816751.549303133,839909.989457299 816751.549303133,839923.302753965 816764.720163815)",931-4650,HK,MAJOR_ROUTE,2,839918.785587353,816594.939864302,839923.302753965,816764.720163815
"LINESTRING (841886.84818073 817869.901461244,841887.715222476 817870.489207737,841887.715222476 817870.489207737,841928.025517704 817900.036714067,841928.025517704 817900.036714067,842019.19240157 817955.481079492)",3651-4632,HK,MAJOR_ROUTE,1,841886.84818073,817869.901461244,842019.19240157,817955.481079492
"LINESTRING (839923.302753965 816764.720163815,839924.45448213 816765.859569898,839924.45448213 816765.859569898,839935.427498002 816774.034345957,839935.427498002 816774.034345957,839951.84121243 816783.827138953,839951.84121243 816783.827138953,839967.379315862 816792.180195077,839967.379315862 816792.180195077,839984.803008816 816801.474959099,839984.803008816 816801.474959099,841799.714591757 817815.931997155,841799.714591757 817815.931997155,841848.897751678 817844.175789224,841848.897751678 817844.175789224,841886.84818073 817869.901461244)",4650-3651,HK,MAJOR_ROUTE,2,839923.302753965,816764.720163815,841886.84818073,817869.901461244
"LINESTRING (840731.320143227 816600.444971902,840630.105806912 816624.489884578,840630.105806912 816624.489884578,840546.608608639 816640.534231123,840546.608608639 816640.534231123,840492.204635015 816651.005893693,840492.204635015 816651.005893693,840462.534666211 816655.936611009,840462.534666211 816655.936611009,840415.736476674 816664.716359748,840415.736476674 816664.716359748,840335.465307216 816680.48586391,840335.465307216 816680.48586391,840300.569901774 816688.593598008,840300.569901774 816688.593598008,840271.919857563 816695.152737285,840271.919857563 816695.152737285,840244.197284478 816701.778607038,840244.197284478 816701.778607038,840193.409844313 816716.183306631,840193.409844313 816716.183306631,840171.509424058 816724.09529477,840171.509424058 816724.09529477,840123.153140969 816742.509415869,840123.153140969 816742.509415869,840070.508660676 816766.581160655,840070.508660676 816766.581160655,840051.613570127 816776.505301448)",930-9101,HK,MAJOR_ROUTE,3,840731.320143227,816640.534231123,816600.444971902,816776.505301448
"LINESTRING (840051.613570127 816776.505301448,840021.00693232 816792.580619108,840021.00693232 816792.580619108,839990.963865612 816808.098344674,839990.963865612 816808.098344674,839865.509717871 816889.176716721)",9101-50108,HK,MAJOR_ROUTE,2,840051.613570127,816776.505301448,839865.509717871,816889.176716721
"LINESTRING (839865.509717871 816889.176716721,839818.086805829 816919.825145453)",50108-50106,HK,MAJOR_ROUTE,2,839865.509717871,816889.176716721,839818.086805829,816919.825145453
"LINESTRING (839818.086805829 816919.825145453,839806.341733982 816927.415737889,839806.341733982 816927.415737889,839790.02632756 816938.817667186,839790.02632756 816938.817667186,839702.398849676 817003.943059731,839702.398849676 817003.943059731,839646.825625112 817044.935800615,839646.825625112 817044.935800615,839621.193457477 817062.61452194,839621.193457477 817062.61452194,839594.098568487 817077.878964167,839594.098568487 817077.878964167,839558.852035875 817095.622174608,839558.852035875 817095.622174608,839540.002801443 817103.148129507,839540.002801443 817103.148129507,839400.925103927 817147.254536901)",50106-8212,HK,MAJOR_ROUTE,2,839818.086805829,816919.825145453,839400.925103927,817147.254536901
"LINESTRING (839400.925103927 817147.254536901,839337.962808889 817167.222085149,839337.962808889 817167.222085149,839150.320808063 817228.52189822,839150.320808063 817228.52189822,839112.098258786 817239.599362673,839112.098258786 817239.599362673,839070.568799386 817245.837233134,839070.568799386 817245.837233134,839026.319377045 817249.439253759,839026.319377045 817249.439253759,838976.197186117 817247.647612533,838976.197186117 817247.647612533,838915.957149377 817237.217125771,838915.957149377 817237.217125771,838886.216699499 817231.094438206)",8212-8182,HK,MAJOR_ROUTE,2,839400.925103927,817147.254536901,838886.216699499,817231.094438206
"LINESTRING (838886.216699499 817231.094438206,838873.698628088 817228.517333944,838873.698628088 817228.517333944,838647.77364786 817177.211078412,838647.77364786 817177.211078412,838612.748183036 817172.698863859,838612.748183036 817172.698863859,838569.241497829 817170.300495017,838569.241497829 817170.300495017,838519.664923312 817170.127126734,838519.664923312 817170.127126734,838482.650240394 817167.929264377,838482.650240394 817167.929264377,838440.648726807 817160.548424743,838440.648726807 817160.548424743,838394.55644668 817150.974598032,838394.55644668 817150.974598032,838253.821573433 817121.783450913)",8182-8111,HK,MAJOR_ROUTE,2,838886.216699499,817231.094438206,838253.821573433,817121.783450913
"LINESTRING (838253.821573433 817121.783450913,838232.692022898 817117.400771595,838232.692022898 817117.400771595,838205.384739694 817112.248193839,838205.384739694 817112.248193839,838178.551595316 817106.021599421,838178.551595316 817106.021599421,838158.055672167 817101.966214331,838158.055672167 817101.966214331,838138.05472525 817094.987529719,838138.05472525 817094.987529719,838116.652544962 817085.904751819,838116.652544962 817085.904751819,838093.304714013 817059.801909522,838093.304714013 817059.801909522,838062.773443206 817040.818487397,838062.773443206 817040.818487397,838050.838288847 817032.266265453)",8111-46495,HK,MAJOR_ROUTE,2,838253.821573433,817121.783450913,838050.838288847,817032.266265453
"LINESTRING (838050.838288847 817032.266265453,838034.27233509 817020.395810411,838034.27233509 817020.395810411,838021.428348551 817009.582022126)",46495-4649,HK,MAJOR_ROUTE,2,838050.838288847,817032.266265453,838021.428348551,817009.582022126
"LINESTRING (838021.428348551 817009.582022126,838014.25172927 817003.539782727,838014.25172927 817003.539782727,837994.736363324 816983.627570396,837994.736363324 816983.627570396,837994.504033098 816983.354982748)",4649-46497,HK,MAJOR_ROUTE,2,838021.428348551,817009.582022126,837994.504033098,816983.354982748
"LINESTRING (837994.504033098 816983.354982748,837974.71639675 816960.13860941,837974.71639675 816960.13860941,837762.40600151 816713.511447313,837762.40600151 816713.511447313,837690.442410165 816631.262340675,837690.442410165 816631.262340675,837626.95672258 816561.015954124)",46497-877,HK,MAJOR_ROUTE,2,837994.504033098,816983.354982748,837626.95672258,816561.015954124
"LINESTRING (837626.95672258 816561.015954124,837624.526427839 816558.326853158,837624.526427839 816558.326853158,837620.064695758 816553.276981595,837620.064695758 816553.276981595,837608.657830976 816541.150590726,837608.657830976 816541.150590726,837595.942615589 816523.930320753,837595.942615589 816523.930320753,837588.812341613 816512.501937315,837588.812341613 816512.501937315,837579.930641913 816495.359521861,837579.930641913 816495.359521861,837572.275165886 816479.258116781,837572.275165886 816479.258116781,837566.742590235 816462.891131183,837566.742590235 816462.891131183,837563.652107004 816449.60276358,837563.652107004 816449.60276358,837559.840983316 816427.455597568,837559.840983316 816427.455597568,837557.78175807 816405.308578613,837557.78175807 816405.308578613,837556.75343131 816378.732276757,837556.75343131 816378.732276757,837555.725284874 816349.94129117,837555.725284874 816349.94129117,837554.490108095 816332.223712089,837554.490108095 816332.223712089,837552.636512247 816315.613424481,837552.636512247 816315.613424481,837548.516085878 816294.573581168,837548.516085878 816294.573581168,837544.395283868 816277.963108235,837544.395283868 816277.963108235,837540.995399745 816266.889406812,837540.995399745 816266.889406812,837534.092020093 816251.38605118,837534.092020093 816251.38605118,837523.788003882 816233.667738868,837523.788003882 816233.667738868,837513.174657748 816217.72115631,837513.174657748 816217.72115631,837502.148823805 816204.875106375,837502.148823805 816204.875106375,837489.566573174 816195.450628869,837489.566573174 816195.450628869,837463.391975384 816178.052244911,837463.391975384 816178.052244911,837439.793265005 816166.367984813,837439.793265005 816166.367984813,837433.608606594 816164.012066636)",877-793,HK,MAJOR_ROUTE,2,837626.95672258,816561.015954124,837433.608606594,816164.012066636
"LINESTRING (837433.608606594 816164.012066636,837402.024634177 816151.98080318,837402.024634177 816151.98080318,837381.18732835 816145.733883906,837381.18732835 816145.733883906,837363.956811078 816141.303288074,837363.956811078 816141.303288074,837343.583193719 816135.499388811,837343.583193719 816135.499388811,837323.116812156 816129.684436514,837323.116812156 816129.684436514,837308.143168137 816125.320496858,837308.143168137 816125.320496858,837276.876681672 816117.578109262,837276.876681672 816117.578109262,837252.288087917 816110.921402458,837252.288087917 816110.921402458,837242.683530264 816107.598769321,837242.683530264 816107.598769321,837229.966723963 816103.777644677,837229.966723963 816103.777644677,837218.002281142 816098.904601674,837218.002281142 816098.904601674,837206.511969541 816092.658492567,837206.511969541 816092.658492567,837197.618677704 816085.947463998,837197.618677704 816085.947463998,837186.118223957 816076.645105636,837186.118223957 816076.645105636,837164.961937896 816058.660632902,837164.961937896 816058.660632902,837118.218047458 816018.372897493,837118.218047458 816018.372897493,837066.486057488 815976.767309379,837066.486057488 815976.767309379,837041.743182635 815957.797287319,837041.743182635 815957.797287319,837010.359629716 815934.93918041)",793-7918,HK,URBAN_ROAD,2,837433.608606594,816164.012066636,837010.359629716,815934.93918041
"LINESTRING (837010.359629716 815934.93918041,837008.354056849 815933.47842805,837008.354056849 815933.47842805,836972.625090483 815916.789118904,836972.625090483 815916.789118904,836967.688763258 815914.806753057,836967.688763258 815914.806753057,836959.492740879 815911.271089154)",7918-7919,HK,URBAN_ROAD,2,837010.359629716,815934.93918041,836959.492740879,815911.271089154
"LINESTRING (836959.492740879 815911.271089154,836937.421565946 815901.749853985,836937.421565946 815901.749853985,836895.426622256 815884.252093091,836895.426622256 815884.252093091,836838.684333798 815860.973570206,836838.684333798 815860.973570206,836827.008141969 815856.100839678,836827.008141969 815856.100839678,836814.002523957 815850.707620266,836814.002523957 815850.707620266,836797.090441406 815843.950438874)",7919-786,HK,URBAN_ROAD,2,836959.492740879,815911.271089154,836797.090441406,815843.950438874
"LINESTRING (836797.090441406 815843.950438874,836788.558054748 815840.541344566,836788.558054748 815840.541344566,836704.144665005 815812.888404689)",786-7861,HK,URBAN_ROAD,3,836797.090441406,815843.950438874,836704.144665005,815812.888404689
"LINESTRING (835776.121383712 815605.331969792,835794.512528677 815605.760985463,835794.512528677 815605.760985463,835804.690770662 815606.541853995)",4648-46488,HK,MAJOR_ROUTE,1,835776.121383712,815605.331969792,835804.690770662,815606.541853995
"LINESTRING (835804.690770662 815606.541853995,835837.797306462 815609.081767277,835837.797306462 815609.081767277,835849.07196624 815610.277392118,835849.07196624 815610.277392118,835858.532793038 815611.572732863,835858.532793038 815611.572732863,835868.7150176 815612.402977692,835868.7150176 815612.402977692,835903.755074262 815616.167090376,835903.755074262 815616.167090376,835942.917443146 815619.045323493,835942.917443146 815619.045323493,836029.79719284 815627.973009914)",46488-762,HK,MAJOR_ROUTE,2,835804.690770662,815606.541853995,836029.79719284,815627.973009914
"LINESTRING (836029.79719284 815627.973009914,836061.435095051 815631.224092829,836061.435095051 815631.224092829,836109.687195883 815637.280700088,836109.687195883 815637.280700088,836204.212561353 815649.250416187,836204.212561353 815649.250416187,836229.698935093 815653.458237993,836229.698935093 815653.458237993,836279.919308534 815667.765062399,836279.919308534 815667.765062399,836297.825790527 815674.230507869)",762-50078,HK,MAJOR_ROUTE,2,836029.79719284,815627.973009914,836297.825790527,815674.230507869
"LINESTRING (836297.825790527 815674.230507869,836320.586086378 815682.448506901,836320.586086378 815682.448506901,836348.671695531 815692.371449511)",50078-50079,HK,MAJOR_ROUTE,1,836297.825790527,815674.230507869,836348.671695531,815692.371449511
"LINESTRING (836348.671695531 815692.371449511,836359.356523228 815696.146512087,836359.356523228 815696.146512087,836406.886787984 815714.340498849,836406.886787984 815714.340498849,836456.364718601 815733.996345892,836456.364718601 815733.996345892,836475.708568216 815743.065725002,836475.708568216 815743.065725002,836503.399832067 815768.069899715,836503.399832067 815768.069899715,836512.80881034 815779.929675925,836512.80881034 815779.929675925,836523.773866529 815796.373878143,836523.773866529 815796.373878143,836559.822470635 815844.422076359)",50079-50076,HK,MAJOR_ROUTE,2,836348.671695531,815692.371449511,836559.822470635,815844.422076359
"LINESTRING (836559.822470635 815844.422076359,836583.658826119 815882.061092393)",50076-7881,HK,MAJOR_ROUTE,4,836559.822470635,815844.422076359,836583.658826119,815882.061092393
"LINESTRING (836559.822470635 815844.422076359,836579.258608136 815866.602512413,836579.258608136 815866.602512413,836589.461023112 815877.731506844,836589.461023112 815877.731506844,836599.895763883 815887.056901878)",50076-7883,HK,MAJOR_ROUTE,3,836559.822470635,815844.422076359,836599.895763883,815887.056901878
"LINESTRING (836599.895763883 815887.056901878,836600.97226445 815888.018956735,836600.97226445 815888.018956735,836624.056648735 815903.710506794,836624.056648735 815903.710506794,836649.068308468 815912.879896115,836649.068308468 815912.879896115,836670.10204272 815918.527874479,836670.10204272 815918.527874479,836698.07161083 815919.336989997,836698.07161083 815919.336989997,836721.414061954 815915.672358238)",7883-7891,HK,MAJOR_ROUTE,3,836599.895763883,815887.056901878,836721.414061954,815915.672358238
"LINESTRING (836704.144665005 815812.888404689,836642.429908266 815785.655058441)",7861-7871,HK,URBAN_ROAD,3,836704.144665005,815812.888404689,836642.429908266,815785.655058441
"LINESTRING (836642.429908266 815785.655058441,836598.367546483 815766.211320535,836598.367546483 815766.211320535,836555.083635604 815748.603718345,836555.083635604 815748.603718345,836545.91153873 815745.835195264,836545.91153873 815745.835195264,836536.533303422 815744.174015508,836536.533303422 815744.174015508,836529.216197092 815744.063154623,836529.216197092 815744.063154623,836522.105187973 815745.059642137,836522.105187973 815745.059642137,836516.643099954 815746.388362114,836516.643099954 815746.388362114,836511.181000523 815748.492223084,836511.181000523 815748.492223084,836505.61582406 815751.924894219,836505.61582406 815751.924894219,836501.081217783 815756.021987996,836501.081217783 815756.021987996,836496.134356361 815761.890823426,836496.134356361 815761.890823426,836492.115009884 815768.313344855,836492.115009884 815768.313344855,836489.126236893 815775.178818917,836489.126236893 815775.178818917,836487.064956388 815784.037521757,836487.064956388 815784.037521757,836487.064852904 815791.235242069,836487.064852904 815791.235242069,836488.095324453 815798.43297729,836488.095324453 815798.43297729,836490.053313761 815805.519991961,836490.053313761 815805.519991961,836493.351060704 815811.721153389,836493.351060704 815811.721153389,836499.122163546 815819.140428626,836499.122163546 815819.140428626,836505.92384269 815826.006051279,836505.92384269 815826.006051279,836516.950865928 815832.761011077,836516.950865928 815832.761011077,836529.6576723 815841.863571696,836529.6576723 815841.863571696,836542.343858538 815850.622866488,836542.343858538 815850.622866488,836573.580000343 815874.841020345,836573.580000343 815874.841020345,836583.658826119 815882.061092393)",7871-7881,HK,URBAN_ROAD,3,836642.429908266,815785.655058441,836583.658826119,815882.061092393
"LINESTRING (836704.144665005 815812.888404689,836667.940807531 815804.814901186,836667.940807531 815804.814901186,836650.616940626 815801.10486614,836650.616940626 815801.10486614,836631.499790672 815800.528584592,836631.499790672 815800.528584592,836619.04023181 815796.519718275,836619.04023181 815796.519718275,836590.699617092 815786.907371376,836590.699617092 815786.907371376,836551.373166296 815769.53240456,836551.373166296 815769.53240456,836531.606892901 815758.370048376,836531.606892901 815758.370048376,836516.117484608 815747.639649503,836516.117484608 815747.639649503,836491.332324418 815730.564060276,836491.332324418 815730.564060276,836478.450163191 815724.573159268,836478.450163191 815724.573159268,836467.557071649 815714.04219479,836467.557071649 815714.04219479,836410.483706066 815694.065109887,836410.483706066 815694.065109887,836400.116128402 815685.350237914)",7861-50179,HK,URBAN_ROAD,4,836704.144665005,815812.888404689,836400.116128402,815685.350237914
"LINESTRING (836649.834649824 815763.001222905,836641.65159632 815774.074437509,836641.65159632 815774.074437509,836633.406746227 815784.040313494,836633.406746227 815784.040313494,836609.187792305 815802.864563613,836609.187792305 815802.864563613,836605.786822579 815806.186513238,836605.786822579 815806.186513238,836602.282772759 815810.615802987,836602.282772759 815810.615802987,836599.190954506 815815.045102435,836599.190954506 815815.045102435,836596.305248001 815819.695875252,836596.305248001 815819.695875252,836593.635887718 815827.923366698,836593.635887718 815827.923366698,836591.605393676 815840.491651401,836591.605393676 815840.491651401,836591.6464234 815849.649367775,836591.6464234 815849.649367775,836593.223083717 815855.042155028,836593.223083717 815855.042155028,836594.459695995 815858.486013888,836594.459695995 815858.486013888,836598.272634723 815866.580763148,836598.272634723 815866.580763148,836603.198598855 815874.044352915,836603.198598855 815874.044352915,836606.14245766 815876.152108223)",787-788,HK,MAJOR_ROUTE,4,836649.834649824,815763.001222905,836606.14245766,815876.152108223
"LINESTRING (836606.14245766 815876.152108223,836612.927023486 815881.009747662,836612.927023486 815881.009747662,836621.913485778 815885.538979671,836621.913485778 815885.538979671,836630.889688929 815887.875680059,836630.889688929 815887.875680059,836640.206014677 815888.662115459,836640.206014677 815888.662115459,836662.260265807 815885.80572346,836662.260265807 815885.80572346,836667.413140804 815884.698514668,836667.413140804 815884.698514668,836672.566013625 815883.702041752,836672.566013625 815883.702041752,836677.718881207 815882.927038884,836677.718881207 815882.927038884,836682.321788836 815882.531499003)",788-868,HK,MAJOR_ROUTE,2,836606.14245766,815876.152108223,836682.321788836,815882.531499003
"LINESTRING (836682.321788836 815882.531499003,836682.871740349 815882.484240232,836682.871740349 815882.484240232,836688.024590724 815882.373645797,836688.024590724 815882.373645797,836693.177428937 815882.705989748,836693.177428937 815882.705989748,836698.330251461 815883.592006256,836698.330251461 815883.592006256,836703.483064005 815884.810226983,836703.483064005 815884.810226983,836708.635859907 815886.58212027,836708.635859907 815886.58212027,836713.891689107 815889.129157446,836713.891689107 815889.129157446,836719.044443493 815892.229864243,836719.044443493 815892.229864243,836723.063580156 815894.99833672,836723.063580156 815894.99833672,836726.670478118 815898.099000485,836726.670478118 815898.099000485,836730.277351392 815901.974804303,836730.277351392 815901.974804303,836734.09030297 815906.957956938,836734.09030297 815906.957956938,836737.491008234 815912.494768845,836737.491008234 815912.494768845,836740.067274341 815917.477885382,836740.067274341 815917.477885382,836746.76553099 815931.319863914,836746.76553099 815931.319863914,836750.784510468 815938.628444924,836750.784510468 815938.628444924,836755.834030427 815946.60146467,836755.834030427 815946.60146467,836760.265259417 815952.913453688,836760.265259417 815952.913453688,836765.10871057 815959.225457293,836765.10871057 815959.225457293,836769.333851808 815964.540834712,836769.333851808 815964.540834712,836773.352899191 815969.191801469,836773.352899191 815969.191801469,836778.711654629 815974.507218676,836778.711654629 815974.507218676,836831.268730712 816019.910063143)",868-870,HK,MAJOR_ROUTE,3,836682.321788836,815882.531499003,836831.268730712,816019.910063143
"LINESTRING (836583.658826119 815882.061092393,836588.007730075 815886.822751843,836588.007730075 815886.822751843,836595.108216258 815893.179043013,836595.108216258 815893.179043013,836620.171141082 815915.315358631,836620.171141082 815915.315358631,836638.937464543 815928.039156912,836638.937464543 815928.039156912,836658.425176313 815939.854976029,836658.425176313 815939.854976029,836693.175464622 815953.841623595,836693.175464622 815953.841623595,836781.153487226 815992.623412037,836781.153487226 815992.623412037,836804.577717474 816005.513667981,836804.577717474 816005.513667981,836831.268730712 816019.910063143)",7881-870,HK,MAJOR_ROUTE,4,836583.658826119,836588.007730075,836831.268730712,816019.910063143
"LINESTRING (836831.268730712 816019.910063143,836849.818024841 816040.950246805,836849.818024841 816040.950246805,836866.306157947 816061.879638898,836866.306157947 816061.879638898,836880.114728174 816084.636056768,836880.114728174 816084.636056768,836881.969608127 816087.681320751,836881.969608127 816087.681320751,836882.459597238 816088.54395145)",870-4651,HK,MAJOR_ROUTE,3,836831.268730712,816019.910063143,836882.459597238,816088.54395145
"LINESTRING (836882.459597238 816088.54395145,836892.738150703 816106.639446954,836892.738150703 816106.639446954,836899.50825343 816122.330758178,836899.50825343 816122.330758178,836905.391806973 816144.333885568,836905.391806973 816144.333885568,836907.276719269 816168.462946545,836907.276719269 816168.462946545,836906.667572781 816195.603875603,836906.667572781 816195.603875603,836659.449734685 817795.196979157,836659.449734685 817795.196979157,836649.050897178 817862.5232387,836649.050897178 817862.5232387,836643.712354544 817898.179589076,836643.712354544 817898.179589076,836637.879336721 817929.329039805,836637.879336721 817929.329039805,836631.242484378 817965.594405234,836631.242484378 817965.594405234,836625.409469874 817998.759229588,836625.409469874 817998.759229588,836623.50292534 818009.566865774,836623.50292534 818009.566865774,836615.856349353 818044.669506064,836615.856349353 818044.669506064,836604.489664221 818094.04573888,836604.489664221 818094.04573888,836603.530937793 818113.845036297,836603.530937793 818113.845036297,836605.096922655 818125.50540768,836605.096922655 818125.50540768,836605.774345588 818131.697318216)",4651-4631,HK,MAJOR_ROUTE,1,836882.459597238,816088.54395145,836605.774345588,818131.697318216
"LINESTRING (840852.042473406 816261.477947066,840853.165021071 816287.146774191)",5011-50119,HK,MAJOR_ROUTE,1,840852.042473406,816261.477947066,840853.165021071,816287.146774191
"LINESTRING (840853.165021071 816287.146774191,840853.496258823 816294.721049081,840853.496258823 816294.721049081,840853.122390779 816304.465553115,840853.122390779 816304.465553115,840853.180668173 816316.524530586,840853.180668173 816316.524530586,840853.124371621 816332.702788791,840853.124371621 816332.702788791,840854.176521546 816364.262362809,840854.176521546 816364.262362809,840854.742502742 816401.967546337,840854.742502742 816401.967546337,840854.467676341 816425.321322185,840854.467676341 816425.321322185,840853.212020036 816454.864855214,840853.212020036 816454.864855214,840848.505792511 816478.638116871,840848.505792511 816478.638116871,840840.779563683 816504.337268688,840840.779563683 816504.337268688,840834.273449484 816516.183924791,840834.273449484 816516.183924791,840826.499105606 816530.388852126,840826.499105606 816530.388852126,840815.426885807 816545.301518245,840815.426885807 816545.301518245,840799.459284353 816561.619090603,840799.459284353 816561.619090603,840782.255717996 816575.765928728,840782.255717996 816575.765928728,840769.979742891 816584.178175728,840769.979742891 816584.178175728,840731.320143227 816600.444971902)",50119-930,HK,MAJOR_ROUTE,3,840853.165021071,816287.146774191,840731.320143227,816600.444971902
"LINESTRING (833100.469794838 816779.257572346,833124.284569091 816804.114917858,833124.284569091 816804.114917858,834005.7854667 817825.098974665,834005.7854667 817825.098974665,834062.716350753 817891.033166396,834062.716350753 817891.033166396,834102.559438312 817937.18169159,834102.559438312 817937.18169159,834148.266363136 817990.128617066,834148.266363136 817990.128617066,834181.30707182 818028.405055937,834181.30707182 818028.405055937,834245.782479936 818119.89643429,834245.782479936 818119.89643429,834281.235044171 818167.518765992,834281.235044171 818167.518765992,834371.524248623 818284.786395415,834371.524248623 818284.786395415,834372.044703065 818285.578006637)",4652-4633,HK,MAJOR_ROUTE,1,833100.469794838,816779.257572346,834372.044703065,818285.578006637
